


SongNum|SongID      |SongName                                          |SongAlbum                               |SongArtist                    |LrcSts         |ErrorInfo
1289   |474246285   |心里有鬼（Cover 洛天依）                                   |Hanser唱的歌（180924为止                      |Hanser                        |EXISTED        |√
1290   |33735466    |四角游戏                                              |洛天依作品集                                  |洛天依Official                   |EXISTED        |√
1291   |33004783    |逆向守护                                              |洛天依作品集                                  |洛天依Official                   |EXISTED        |√
1292   |1807536480  |洛天依-五重空洞 钢琴版（laplasse remix）                      |妄想症系列 钢琴版                               |laplasse                      |NOLYRICS       |×<NO_LYRIC_LABEL>
1293   |411988633   |NOVA                                              |妄想症Paranoia                             |DELA                          |NOLYRICS       |×<NO_LYRIC_LABEL>
1294   |1807538423  |洛天依-四重罪孽 钢琴版（laplasse remix）                      |妄想症系列 钢琴版                               |laplasse                      |NOLYRICS       |×<NO_LYRIC_LABEL>
1295   |1304914634  |FindersX                                          |狗                                       |蒼狼風亞                          |NOLYRICS       |×<NO_LYRIC_LABEL>
1296   |1817667813  |尽波澜                                               |尽波澜                                     |塞壬唱片-MSR                      |NOLYRICS       |×<NO_LYRIC_LABEL>
1297   |1807538424  |DELA-九重现实 钢琴版（laplasse remix）                     |妄想症系列 钢琴版                               |laplasse                      |EXISTED        |×<NO_LYRIC_LABEL>
1298   |524369250   |Sweden                                            |ANNIVERSARY                             |lifienle                      |EXISTED        |×<NO_LYRIC_LABEL>
1299   |1823076298  |洗脑日记                                              |洗脑日记                                    |一碗热汤p                         |EXISTED        |√
1300   |1820520289  |非玩家角色                                             |非玩家角色                                   |Grid格子,洛天依                    |EXISTED        |√
1301   |571541884   |反派死于话多 feat.洛天依 & 言和                              |反派死于话多                                  |iKz,洛天依Official,言和            |EXISTED        |√
1302   |482261140   |感SENSE-洛天依、[乐正绫]                                  |感SENSE                                  |swiss126,洛天依Official,乐正绫      |EXISTED        |√
1303   |1316416695  |蒼狼風亞-FindersY（蒼狼風亞 Remix）                         |狗                                       |蒼狼風亞                          |NOLYRICS       |×<NO_LYRIC_LABEL>
1304   |28828055    |CONNECT                                           |CONNECT                                 |阿良良木健,洛天依Official             |EXISTED        |√
1306   |1495905808  |那些我恐惧至极的事（伴奏）                                     |那些我恐惧至极的事                               |DJ Soviet                     |EXISTED        |√
1307   |1495910047  |那些我恐惧至极的事                                         |那些我恐惧至极的事                               |DJ Soviet,雨狸,乐正绫,洛天依Official  |EXISTED        |√
1308   |1488154927  |塔与少女的无题诗 伴奏                                       |αrtist5                                 |洛天依,乐正绫,言和,墨清弦,雨狸,依溪禾         |EXISTED        |×
1309   |1486300259  |塔与少女的无题诗                                          |αrtist5                                 |洛天依Official,乐正绫,言和,墨清弦,雨狸,依溪禾 |EXISTED        |√
1310   |1405098057  |青春追梦人（Instrumental）                               |青春追梦人                                   |浙江共青团,阿良良木健                   |EXISTED        |√
